,label,idx
0,0.0,0.0
1,0.0,0.0
2,1.0,0.0
3,0.0,0.0
4,0.0,0.0
5,3.0,0.0
6,8.0,0.0
7,1.0,0.0
8,1.0,0.0
9,8.0,0.0
10,4.0,1.0
11,1.0,1.0
12,4.0,1.0
13,0.0,1.0
14,0.0,1.0
15,0.0,1.0
16,0.0,1.0
17,6.0,1.0
18,5.0,1.0
19,4.0,1.0
20,4.0,1.0
21,0.0,1.0
22,2.0,1.0
23,4.0,1.0
24,0.0,1.0
25,5.0,1.0
26,4.0,1.0
27,0.0,1.0
28,2.0,1.0
29,0.0,1.0
30,0.0,1.0
31,4.0,1.0
32,5.0,1.0
33,8.0,1.0
34,11.0,1.0
35,5.0,1.0
36,0.0,1.0
37,6.0,1.0
38,9.0,1.0
39,5.0,1.0
40,5.0,1.0
41,4.0,1.0
42,0.0,1.0
43,4.0,1.0
44,2.0,1.0
45,3.0,1.0
46,5.0,1.0
47,4.0,1.0
48,8.0,1.0
49,4.0,1.0
50,5.0,1.0
51,5.0,1.0
52,5.0,1.0
53,0.0,1.0
54,4.0,1.0
55,0.0,1.0
56,0.0,1.0
57,4.0,1.0
58,4.0,1.0
59,5.0,2.0
60,5.0,2.0
61,4.0,2.0
62,5.0,2.0
63,5.0,2.0
64,0.0,2.0
65,5.0,2.0
66,0.0,2.0
67,4.0,2.0
68,0.0,2.0
69,0.0,2.0
70,1.0,2.0
71,0.0,2.0
72,0.0,2.0
73,8.0,2.0
74,1.0,2.0
75,0.0,2.0
76,2.0,2.0
77,4.0,2.0
78,0.0,2.0
79,6.0,2.0
80,4.0,2.0
81,4.0,2.0
82,5.0,2.0
83,4.0,2.0
84,4.0,2.0
85,0.0,2.0
86,4.0,2.0
87,2.0,2.0
88,4.0,2.0
89,5.0,2.0
90,0.0,2.0
91,2.0,2.0
92,0.0,2.0
93,6.0,2.0
94,4.0,2.0
95,5.0,2.0
96,5.0,2.0
97,0.0,2.0
98,4.0,2.0
99,2.0,2.0
100,6.0,2.0
101,4.0,2.0
102,4.0,2.0
103,0.0,2.0
104,6.0,2.0
105,6.0,2.0
106,5.0,2.0
107,4.0,2.0
108,0.0,2.0
109,6.0,2.0
110,4.0,2.0
111,5.0,2.0
112,5.0,2.0
113,4.0,2.0
114,4.0,2.0
115,5.0,2.0
116,5.0,2.0
117,0.0,2.0
118,4.0,2.0
119,4.0,2.0
120,5.0,2.0
121,0.0,2.0
122,11.0,2.0
123,0.0,2.0
124,2.0,2.0
125,0.0,2.0
126,4.0,2.0
127,0.0,2.0
128,0.0,2.0
129,0.0,2.0
130,4.0,2.0
131,5.0,2.0
132,9.0,2.0
133,8.0,2.0
134,0.0,2.0
135,5.0,2.0
136,0.0,2.0
137,5.0,2.0
138,5.0,2.0
139,0.0,2.0
140,2.0,2.0
141,1.0,2.0
142,6.0,2.0
143,4.0,2.0
144,4.0,2.0
145,8.0,2.0
146,0.0,2.0
147,6.0,2.0
148,4.0,2.0
149,0.0,2.0
150,5.0,2.0
151,11.0,2.0
152,0.0,2.0
153,0.0,2.0
154,2.0,2.0
155,5.0,2.0
156,0.0,2.0
157,4.0,2.0
158,5.0,2.0
159,1.0,2.0
160,4.0,2.0
161,4.0,2.0
162,5.0,2.0
163,1.0,2.0
164,4.0,2.0
165,2.0,2.0
166,0.0,2.0
167,6.0,2.0
168,1.0,2.0
169,5.0,2.0
170,4.0,2.0
171,4.0,2.0
172,4.0,2.0
173,8.0,2.0
174,3.0,2.0
175,5.0,2.0
176,0.0,2.0
177,8.0,2.0
178,1.0,2.0
179,3.0,2.0
180,4.0,2.0
181,9.0,2.0
182,0.0,2.0
183,8.0,2.0
184,5.0,2.0
185,8.0,2.0
186,13.0,2.0
187,0.0,2.0
188,5.0,2.0
189,5.0,2.0
190,4.0,2.0
191,2.0,2.0
192,0.0,2.0
193,0.0,2.0
194,4.0,2.0
195,5.0,2.0
196,4.0,2.0
197,8.0,2.0
198,4.0,2.0
199,4.0,2.0
200,0.0,2.0
201,2.0,2.0
202,5.0,2.0
203,2.0,2.0
204,4.0,2.0
205,4.0,2.0
206,4.0,2.0
207,4.0,2.0
208,4.0,2.0
209,4.0,2.0
210,1.0,2.0
211,5.0,2.0
212,1.0,2.0
213,4.0,2.0
214,4.0,2.0
215,5.0,2.0
216,0.0,2.0
217,1.0,2.0
218,4.0,2.0
219,0.0,2.0
220,2.0,2.0
221,0.0,2.0
222,1.0,2.0
223,4.0,2.0
224,10.0,2.0
225,4.0,2.0
226,8.0,2.0
227,9.0,2.0
228,0.0,2.0
229,4.0,2.0
230,4.0,2.0
231,4.0,2.0
232,5.0,2.0
233,5.0,2.0
234,5.0,2.0
235,0.0,2.0
236,0.0,2.0
237,4.0,2.0
238,4.0,2.0
239,0.0,2.0
240,2.0,2.0
241,5.0,2.0
242,2.0,2.0
243,4.0,2.0
244,4.0,2.0
245,0.0,2.0
246,1.0,2.0
247,0.0,2.0
248,1.0,2.0
249,6.0,2.0
250,4.0,2.0
251,9.0,2.0
252,4.0,2.0
253,11.0,2.0
254,6.0,2.0
255,5.0,2.0
256,5.0,2.0
257,5.0,2.0
258,1.0,2.0
259,4.0,2.0
260,8.0,2.0
261,6.0,2.0
262,11.0,2.0
263,4.0,2.0
264,4.0,2.0
265,1.0,2.0
266,4.0,2.0
267,2.0,2.0
268,4.0,2.0
269,5.0,2.0
270,8.0,2.0
271,5.0,2.0
272,5.0,2.0
273,5.0,2.0
274,5.0,2.0
275,0.0,2.0
276,4.0,2.0
277,4.0,2.0
278,0.0,2.0
279,0.0,2.0
280,0.0,2.0
281,4.0,2.0
282,0.0,2.0
283,0.0,2.0
284,11.0,2.0
285,0.0,2.0
286,7.0,2.0
287,0.0,2.0
288,2.0,2.0
289,0.0,2.0
290,0.0,2.0
291,4.0,2.0
292,0.0,2.0
293,6.0,2.0
294,4.0,2.0
295,5.0,2.0
296,6.0,2.0
297,6.0,2.0
298,0.0,2.0
299,2.0,2.0
300,0.0,2.0
301,5.0,2.0
302,0.0,2.0
303,5.0,2.0
304,0.0,2.0
305,5.0,2.0
306,5.0,2.0
307,9.0,2.0
308,1.0,2.0
309,0.0,2.0
310,4.0,2.0
311,5.0,2.0
312,11.0,2.0
313,2.0,2.0
314,5.0,2.0
315,5.0,2.0
316,4.0,2.0
317,12.0,2.0
318,0.0,2.0
319,0.0,2.0
320,0.0,2.0
321,4.0,2.0
322,6.0,2.0
323,5.0,2.0
324,5.0,2.0
325,4.0,2.0
326,2.0,2.0
327,6.0,2.0
328,4.0,2.0
329,0.0,2.0
330,2.0,2.0
331,5.0,2.0
332,4.0,2.0
333,5.0,2.0
334,11.0,2.0
335,4.0,2.0
336,5.0,2.0
337,6.0,2.0
338,5.0,2.0
339,0.0,2.0
340,6.0,2.0
341,8.0,2.0
342,5.0,2.0
343,4.0,2.0
344,4.0,2.0
345,4.0,2.0
346,5.0,2.0
347,0.0,2.0
348,6.0,2.0
349,0.0,2.0
350,4.0,2.0
351,5.0,2.0
352,5.0,2.0
353,5.0,2.0
354,5.0,2.0
355,4.0,2.0
356,4.0,2.0
357,0.0,2.0
358,6.0,2.0
359,6.0,2.0
360,0.0,2.0
361,5.0,2.0
362,5.0,2.0
363,0.0,2.0
364,1.0,2.0
365,5.0,2.0
366,0.0,2.0
367,5.0,2.0
368,8.0,2.0
369,5.0,2.0
370,4.0,2.0
371,0.0,2.0
372,4.0,2.0
373,0.0,2.0
374,0.0,2.0
375,4.0,2.0
376,4.0,2.0
377,5.0,2.0
378,5.0,2.0
379,11.0,2.0
380,4.0,2.0
381,0.0,2.0
382,3.0,2.0
383,11.0,2.0
384,4.0,2.0
385,0.0,2.0
386,5.0,2.0
387,5.0,2.0
388,5.0,2.0
389,0.0,2.0
390,2.0,2.0
391,6.0,2.0
392,2.0,2.0
393,6.0,2.0
394,4.0,2.0
395,0.0,2.0
396,5.0,2.0
397,5.0,2.0
398,1.0,2.0
399,0.0,2.0
400,4.0,2.0
401,4.0,2.0
402,8.0,2.0
403,4.0,2.0
404,4.0,2.0
405,5.0,2.0
406,0.0,2.0
407,0.0,2.0
408,0.0,2.0
409,0.0,2.0
410,3.0,2.0
411,2.0,2.0
412,0.0,2.0
413,5.0,2.0
414,0.0,2.0
415,5.0,2.0
416,0.0,2.0
417,0.0,2.0
418,0.0,2.0
419,0.0,2.0
420,0.0,2.0
421,5.0,2.0
422,0.0,2.0
423,5.0,2.0
424,0.0,2.0
425,5.0,2.0
426,1.0,2.0
